Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsSinceLastPromotion
50,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1317,Very High,Female,High,4,Research Director,Low,Married,16880,Excellent,Medium,25,Better,1
40,Yes,Travel_Rarely,Sales,25,Master,Marketing,1318,Very High,Male,Medium,3,Sales Executive,Medium,Single,9094,Excellent,High,9,Better,1
52,Yes,Travel_Rarely,Sales,5,Bachelor,Life Sciences,1319,Medium,Male,High,3,Sales Executive,Medium,Single,8446,Excellent,High,10,Good,7
30,No,Travel_Rarely,Research & Development,17,Master,Medical,1321,Medium,Female,High,3,Manager,Low,Married,11916,Outstanding,Very High,9,Better,0
39,No,Travel_Rarely,Research & Development,18,College,Life Sciences,1322,Low,Male,High,2,Manufacturing Director,High,Single,4534,Excellent,Low,9,Better,1
31,No,Non-Travel,Sales,2,Master,Life Sciences,1324,Very High,Female,High,3,Sales Executive,High,Divorced,9852,Excellent,Low,10,Good,9
41,No,Non-Travel,Sales,10,College,Medical,1329,High,Male,Low,2,Sales Executive,Medium,Single,6151,Excellent,Low,19,Better,11
31,Yes,Travel_Frequently,Sales,1,Bachelor,Life Sciences,1331,Very High,Female,High,1,Sales Representative,Medium,Single,2302,Excellent,Low,3,Best,2
44,Yes,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1333,Low,Male,High,1,Laboratory Technician,Low,Married,2362,Excellent,High,10,Best,1
42,No,Non-Travel,Research & Development,2,Below College,Life Sciences,1334,High,Male,High,4,Manager,High,Married,17861,Excellent,Very High,21,Good,2
55,No,Travel_Rarely,Research & Development,2,College,Medical,1336,Very High,Female,Low,5,Manager,High,Married,19187,Excellent,Very High,23,Better,9
56,No,Travel_Rarely,Human Resources,8,Master,Life Sciences,1338,Very High,Male,High,5,Manager,Medium,Single,19717,Excellent,Low,36,Better,7
40,No,Non-Travel,Research & Development,16,College,Life Sciences,1340,High,Male,High,1,Research Scientist,High,Divorced,3544,Excellent,Medium,6,Better,0
34,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1344,Very High,Male,High,3,Healthcare Representative,Very High,Divorced,8500,Excellent,Very High,10,Good,1
40,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1346,High,Male,High,2,Research Scientist,Very High,Single,4661,Excellent,High,9,Better,8
41,No,Travel_Frequently,Sales,1,Bachelor,Marketing,1349,High,Female,High,2,Sales Executive,Low,Divorced,4103,Excellent,Very High,10,Better,1
35,No,Travel_Frequently,Research & Development,4,Master,Life Sciences,1350,High,Male,High,2,Research Scientist,High,Single,4249,Excellent,Medium,9,Better,1
51,No,Travel_Rarely,Human Resources,5,Bachelor,Life Sciences,1352,High,Male,High,4,Manager,Medium,Divorced,14026,Excellent,Medium,33,Better,0
38,No,Travel_Rarely,Sales,2,College,Life Sciences,1355,Medium,Female,High,2,Sales Executive,Low,Divorced,6893,Excellent,Very High,11,Better,1
34,No,Travel_Rarely,Sales,15,College,Medical,1356,High,Female,High,2,Sales Executive,Low,Single,6125,Excellent,Very High,10,Best,9
25,No,Travel_Rarely,Research & Development,19,Below College,Medical,1358,Very High,Male,High,1,Laboratory Technician,Very High,Married,3669,Excellent,High,7,Good,1
58,Yes,Travel_Rarely,Research & Development,7,Master,Medical,1360,High,Female,Medium,3,Manufacturing Director,Low,Married,10008,Excellent,Very High,31,Good,5
40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1361,Medium,Male,High,1,Laboratory Technician,Medium,Married,2387,Outstanding,High,7,Better,0
36,No,Travel_Frequently,Sales,7,Bachelor,Marketing,1362,Low,Female,Very High,2,Sales Executive,Low,Married,4639,Excellent,Very High,17,Good,6
48,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1363,Very High,Male,High,3,Manufacturing Director,Very High,Single,7898,Excellent,High,11,Better,0
27,No,Travel_Rarely,Sales,11,Bachelor,Medical,1364,High,Female,Very High,1,Sales Representative,Very High,Married,2534,Excellent,Medium,5,Better,0
51,No,Travel_Rarely,Research & Development,11,College,Technical Degree,1367,Very High,Female,Medium,4,Manufacturing Director,Medium,Single,13142,Excellent,Medium,29,Good,0
18,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1368,Very High,Female,High,1,Laboratory Technician,Very High,Single,1611,Excellent,High,0,Best,0
35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1369,Very High,Female,Medium,2,Laboratory Technician,Very High,Married,5363,Excellent,Medium,10,Better,0
27,No,Travel_Frequently,Sales,2,Below College,Life Sciences,1371,Very High,Male,Low,2,Sales Executive,Very High,Single,5071,Outstanding,Medium,8,Better,0
55,Yes,Travel_Rarely,Sales,13,Master,Marketing,1372,Low,Male,Very High,4,Sales Executive,High,Single,13695,Excellent,High,24,Good,3
56,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1373,Very High,Male,High,4,Manufacturing Director,Medium,Married,13402,Excellent,Low,33,Better,15
34,No,Non-Travel,Research & Development,26,Below College,Technical Degree,1374,Low,Female,Medium,1,Research Scientist,High,Divorced,2029,Outstanding,High,5,Better,0
40,No,Travel_Rarely,Research & Development,2,Below College,Medical,1375,Medium,Female,Very High,2,Healthcare Representative,High,Divorced,6377,Outstanding,Medium,15,Better,11
34,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1377,Medium,Male,High,2,Laboratory Technician,High,Married,5429,Excellent,Low,10,Better,7
31,Yes,Travel_Frequently,Sales,2,Bachelor,Life Sciences,1379,High,Female,Medium,1,Sales Representative,Very High,Single,2785,Excellent,High,3,Best,0
35,Yes,Travel_Frequently,Sales,18,Master,Marketing,1380,Very High,Female,High,2,Sales Executive,High,Married,4614,Excellent,High,5,Good,3
38,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1382,Very High,Male,Very High,1,Research Scientist,High,Divorced,2610,Excellent,Very High,4,Better,0
34,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1383,High,Female,High,2,Healthcare Representative,Very High,Single,6687,Excellent,Very High,14,Best,4
28,No,Travel_Rarely,Sales,26,Bachelor,Life Sciences,1387,High,Male,Medium,2,Sales Executive,Low,Married,4724,Excellent,High,5,Better,0
31,Yes,Travel_Rarely,Research & Development,22,Master,Medical,1389,Very High,Male,High,2,Manufacturing Director,High,Married,6179,Excellent,Very High,10,Good,6
39,No,Travel_Rarely,Sales,21,Master,Life Sciences,1390,Low,Male,Medium,2,Sales Executive,Very High,Married,6120,Excellent,Very High,8,Best,1
51,No,Travel_Frequently,Sales,2,Bachelor,Marketing,1391,Medium,Male,High,3,Sales Executive,Medium,Married,10596,Excellent,Medium,14,Better,3
41,No,Travel_Frequently,Research & Development,22,Bachelor,Life Sciences,1392,Very High,Female,High,2,Research Scientist,Very High,Divorced,5467,Excellent,Low,12,Good,3
37,No,Travel_Rarely,Research & Development,4,Below College,Life Sciences,1394,High,Male,High,1,Research Scientist,High,Married,2996,Excellent,Very High,8,Better,1
33,No,Travel_Frequently,Sales,5,Below College,Life Sciences,1395,Medium,Male,High,2,Sales Executive,Very High,Married,9998,Excellent,Low,8,Best,1
32,No,Travel_Rarely,Sales,2,Below College,Marketing,1396,High,Male,High,2,Sales Executive,Medium,Married,4078,Excellent,Low,4,Good,1
39,No,Non-Travel,Research & Development,25,College,Life Sciences,1397,High,Male,High,3,Healthcare Representative,High,Married,10920,Outstanding,Medium,13,Better,0
25,No,Travel_Rarely,Sales,18,Below College,Life Sciences,1399,Low,Male,Very High,2,Sales Executive,High,Married,6232,Excellent,Medium,6,Good,1
52,No,Travel_Frequently,Research & Development,28,College,Medical,1401,Very High,Female,Very High,4,Manufacturing Director,High,Married,13247,Excellent,Medium,24,Good,0
43,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1402,Low,Female,Medium,2,Research Scientist,High,Single,4081,Excellent,Low,20,Bad,1
27,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1403,Very High,Female,Medium,2,Sales Executive,Very High,Married,5769,Excellent,Very High,6,Better,4
27,Yes,Travel_Rarely,Research & Development,17,Master,Life Sciences,1405,Very High,Female,High,1,Research Scientist,High,Single,2394,Excellent,Very High,8,Better,7
26,No,Travel_Rarely,Research & Development,2,Below College,Medical,1407,Low,Male,Medium,1,Research Scientist,Very High,Single,3904,Excellent,Very High,5,Better,1
42,No,Travel_Rarely,Human Resources,10,Bachelor,Human Resources,1408,High,Female,High,4,Manager,Low,Married,16799,Excellent,High,21,Better,0
52,No,Travel_Rarely,Research & Development,8,Master,Other,1409,High,Female,High,1,Laboratory Technician,Low,Married,2950,Excellent,High,12,Bad,0
37,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,1411,Low,Female,High,1,Laboratory Technician,High,Single,3629,Excellent,Low,8,Better,0
35,No,Travel_Frequently,Research & Development,18,College,Life Sciences,1412,High,Male,High,3,Manufacturing Director,Very High,Single,9362,Excellent,High,10,Better,2
25,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1415,Low,Male,High,1,Laboratory Technician,Very High,Married,3229,Excellent,Medium,7,Good,0
26,No,Travel_Rarely,Research & Development,7,Bachelor,Other,1417,High,Male,Very High,1,Laboratory Technician,Low,Single,3578,Excellent,Very High,8,Better,0
29,No,Travel_Rarely,Human Resources,17,Bachelor,Other,1419,Medium,Male,Medium,3,Human Resources,Low,Single,7988,Excellent,Low,10,Good,0
49,Yes,Travel_Frequently,Research & Development,28,College,Life Sciences,1420,Low,Male,Medium,2,Laboratory Technician,Low,Single,4284,Outstanding,Low,20,Better,1
29,Yes,Travel_Frequently,Research & Development,14,Below College,Other,1421,High,Female,High,3,Healthcare Representative,Very High,Single,7553,Excellent,Low,9,Better,7
54,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1422,Very High,Female,High,4,Research Director,Very High,Single,17328,Excellent,Very High,29,Good,12
58,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1423,Very High,Female,High,5,Research Director,Low,Married,19701,Outstanding,High,32,Better,1
55,No,Travel_Rarely,Research & Development,1,Master,Medical,1424,Medium,Male,Very High,4,Research Director,Very High,Divorced,14732,Excellent,Very High,31,Best,0
36,No,Travel_Rarely,Sales,3,Master,Marketing,1425,Low,Female,High,2,Sales Executive,Medium,Single,9278,Excellent,Very High,15,Better,0
31,Yes,Travel_Frequently,Sales,1,Master,Life Sciences,1427,Medium,Female,Low,1,Sales Representative,High,Single,1359,Excellent,Medium,1,Better,0
30,No,Travel_Rarely,Sales,7,Master,Marketing,1428,Very High,Female,High,2,Sales Executive,Low,Divorced,4779,Excellent,Medium,8,Better,0
31,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1430,Low,Female,High,4,Research Director,Medium,Single,16422,Excellent,High,9,Best,1
34,No,Travel_Frequently,Research & Development,1,Master,Other,1431,Very High,Male,High,1,Research Scientist,Low,Divorced,2996,Excellent,High,10,Better,1
31,Yes,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1433,Low,Female,Medium,1,Research Scientist,Medium,Single,1261,Excellent,High,1,Best,0
27,No,Travel_Rarely,Research & Development,11,Below College,Life Sciences,1434,Medium,Male,High,1,Laboratory Technician,Low,Married,2099,Excellent,Medium,6,Best,1
36,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1435,Low,Male,Medium,2,Laboratory Technician,Very High,Single,5810,Excellent,High,10,Good,1
36,No,Travel_Rarely,Sales,16,Master,Marketing,1436,High,Female,Medium,2,Sales Executive,Low,Married,5647,Excellent,Low,11,Good,0
47,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1438,Low,Male,High,1,Research Scientist,Very High,Married,3420,Excellent,High,17,Good,1
25,Yes,Travel_Rarely,Sales,9,College,Life Sciences,1439,Low,Male,Medium,1,Sales Representative,Low,Married,4400,Excellent,Low,6,Better,2
37,No,Non-Travel,Research & Development,5,College,Technical Degree,1440,High,Male,Very High,1,Laboratory Technician,High,Single,3500,Excellent,Low,7,Bad,1
56,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1441,Low,Female,High,1,Research Scientist,Low,Married,2066,Outstanding,Very High,5,Best,1
47,No,Travel_Rarely,Research & Development,2,Master,Medical,1443,Low,Female,High,4,Research Director,High,Married,17169,Excellent,Medium,26,Best,5
24,No,Travel_Rarely,Sales,4,Below College,Medical,1445,Very High,Female,High,2,Sales Executive,High,Married,4162,Excellent,High,5,Better,0
32,No,Travel_Rarely,Sales,7,Doctor,Marketing,1446,Very High,Male,High,2,Sales Executive,Very High,Married,9204,Excellent,High,7,Good,0
34,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1447,Very High,Female,Medium,1,Laboratory Technician,Medium,Married,3294,Excellent,Low,7,Good,0
41,No,Travel_Rarely,Research & Development,5,Doctor,Medical,1448,Medium,Male,Very High,1,Research Scientist,High,Married,2127,Excellent,Low,7,Good,0
40,No,Non-Travel,Research & Development,9,Master,Other,1449,High,Male,High,2,Laboratory Technician,High,Divorced,3975,Excellent,High,11,Best,0
31,No,Travel_Rarely,Sales,8,College,Life Sciences,1453,Low,Male,High,3,Sales Executive,Very High,Divorced,10793,Excellent,Low,13,Better,9
46,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1457,Low,Male,High,3,Sales Executive,Very High,Divorced,10096,Excellent,Low,28,Best,4
39,Yes,Non-Travel,Research & Development,2,Bachelor,Life Sciences,1458,Low,Female,Medium,1,Laboratory Technician,Low,Single,3646,Outstanding,Medium,11,Best,0
31,Yes,Travel_Frequently,Research & Development,1,Doctor,Life Sciences,1459,High,Female,Very High,3,Manufacturing Director,Medium,Single,7446,Excellent,Low,10,Better,4
45,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,1460,Medium,Male,Low,3,Healthcare Representative,Low,Divorced,10851,Excellent,Medium,24,Better,0
31,No,Travel_Rarely,Human Resources,8,College,Medical,1461,Very High,Female,Very High,1,Human Resources,Medium,Single,2109,Excellent,Very High,8,Better,0
31,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1464,Medium,Male,High,1,Laboratory Technician,Very High,Married,3722,Excellent,High,7,Bad,2
45,No,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,1465,Medium,Male,High,3,Manufacturing Director,Very High,Married,9380,Excellent,Very High,10,Best,1
48,No,Travel_Rarely,Sales,7,Bachelor,Marketing,1466,High,Male,High,2,Sales Executive,Low,Divorced,5486,Excellent,Low,15,Better,2
34,Yes,Travel_Rarely,Human Resources,9,Master,Technical Degree,1467,Low,Female,High,1,Human Resources,High,Married,2742,Excellent,Very High,2,Better,2
40,No,Non-Travel,Research & Development,8,Below College,Medical,1468,Very High,Male,Medium,3,Research Director,Medium,Divorced,13757,Excellent,High,16,Better,4
28,No,Travel_Rarely,Sales,5,Bachelor,Medical,1469,Very High,Male,High,2,Sales Executive,Low,Single,8463,Excellent,Very High,6,Better,1
44,No,Non-Travel,Research & Development,5,Bachelor,Life Sciences,1471,High,Male,Medium,1,Laboratory Technician,High,Single,3162,Excellent,Very High,7,Better,0
53,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1472,Very High,Male,Very High,4,Research Director,Medium,Single,16598,Excellent,Medium,35,Good,8
49,No,Travel_Rarely,Research & Development,5,Master,Technical Degree,1473,Low,Male,High,2,Healthcare Representative,High,Married,6651,Excellent,Medium,20,Good,1
40,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1474,High,Male,High,1,Research Scientist,High,Divorced,2345,Excellent,High,8,Best,1
44,No,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,1475,Very High,Male,High,1,Research Scientist,Medium,Single,3420,Excellent,High,6,Good,1
33,No,Travel_Frequently,Sales,7,Bachelor,Medical,1477,Very High,Male,High,2,Sales Executive,Low,Married,4373,Excellent,Low,5,Better,0
34,No,Travel_Rarely,Sales,3,Bachelor,Other,1478,Very High,Male,Low,2,Sales Executive,Low,Single,4759,Excellent,Very High,15,Better,3
30,No,Travel_Rarely,Sales,16,Below College,Life Sciences,1479,Very High,Male,High,2,Sales Executive,High,Married,5301,Excellent,High,4,Good,2
42,No,Travel_Frequently,Research & Development,9,College,Medical,1480,Low,Female,High,1,Laboratory Technician,Very High,Single,3673,Excellent,High,12,Better,5
44,No,Travel_Frequently,Sales,1,Doctor,Marketing,1481,Low,Female,High,2,Sales Executive,High,Married,4768,Excellent,High,11,Good,0
30,No,Non-Travel,Research & Development,7,Bachelor,Technical Degree,1482,High,Male,High,1,Research Scientist,High,Divorced,1274,Excellent,Medium,1,Good,0
57,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1483,Medium,Male,Very High,2,Research Scientist,High,Married,4900,Outstanding,Low,13,Good,2
49,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1484,High,Male,High,3,Healthcare Representative,Medium,Divorced,10466,Excellent,Medium,29,Better,0
34,No,Travel_Frequently,Research & Development,15,Bachelor,Medical,1485,Medium,Male,High,4,Research Director,Low,Divorced,17007,Excellent,Very High,16,Good,6
28,Yes,Travel_Frequently,Sales,1,Bachelor,Technical Degree,1486,Low,Male,High,1,Sales Representative,High,Married,2909,Excellent,Very High,5,Best,1
29,Yes,Travel_Frequently,Sales,13,Bachelor,Technical Degree,1487,Low,Female,High,2,Sales Executive,Medium,Single,5765,Excellent,Low,7,Bad,0
34,Yes,Travel_Rarely,Sales,24,Master,Medical,1489,Low,Female,Medium,2,Sales Executive,Medium,Single,4599,Outstanding,High,16,Best,10
35,No,Travel_Rarely,Sales,7,Below College,Life Sciences,1492,Very High,Male,High,1,Sales Representative,High,Married,2404,Excellent,Low,1,Better,0
